,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
244,LP001864,Male,Yes,3+,Not Graduate,No,4931,0.0,128.0,360.0,,Semiurban,0
245,LP001577,Female,Yes,0,Graduate,No,4583,0.0,112.0,360.0,1.0,Rural,0
246,LP002693,Male,Yes,2,Graduate,Yes,7948,7166.0,480.0,360.0,1.0,Rural,1
247,LP001900,Male,Yes,1,Graduate,No,2750,1842.0,115.0,360.0,1.0,Semiurban,1
248,LP002533,Male,Yes,2,Graduate,No,2947,1603.0,,360.0,1.0,Urban,0
249,LP002300,Female,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,1
250,LP001688,Male,Yes,1,Not Graduate,No,3500,1083.0,135.0,360.0,1.0,Urban,1
251,LP002178,Male,Yes,0,Graduate,No,3013,3033.0,95.0,300.0,,Urban,1
252,LP001666,Male,No,0,Graduate,No,8333,3750.0,187.0,360.0,1.0,Rural,1
253,LP002928,Male,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,1
254,LP001643,Male,Yes,0,Graduate,No,2383,2138.0,58.0,360.0,,Rural,1
255,LP001469,Male,No,0,Graduate,Yes,20166,0.0,650.0,480.0,,Urban,1
256,LP001560,Male,Yes,0,Not Graduate,No,1863,1041.0,98.0,360.0,1.0,Semiurban,1
257,LP001387,Female,Yes,0,Graduate,,2929,2333.0,139.0,360.0,1.0,Semiurban,1
258,LP001086,Male,No,0,Not Graduate,No,1442,0.0,35.0,360.0,1.0,Urban,0
259,LP001014,Male,Yes,3+,Graduate,No,3036,2504.0,158.0,360.0,0.0,Semiurban,0
260,LP002332,Male,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,1
261,LP002624,Male,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,,Urban,1
262,LP002643,Male,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,1
263,LP002453,Male,No,0,Graduate,Yes,7085,0.0,84.0,360.0,1.0,Semiurban,1
264,LP002615,Male,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,1
265,LP001385,Male,No,0,Graduate,No,5316,0.0,136.0,360.0,1.0,Urban,1
266,LP001197,Male,Yes,0,Graduate,No,3366,2200.0,135.0,360.0,1.0,Rural,0
267,LP002231,Female,No,0,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban,1
268,LP001657,Male,Yes,0,Not Graduate,No,6033,0.0,160.0,360.0,1.0,Urban,0
269,LP002444,Male,No,1,Not Graduate,Yes,2769,1542.0,190.0,360.0,,Semiurban,0
270,LP001041,Male,Yes,0,Graduate,,2600,3500.0,115.0,,1.0,Urban,1
271,LP001334,Male,Yes,0,Not Graduate,No,4188,0.0,115.0,180.0,1.0,Semiurban,1
272,LP002874,Male,No,0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,1
273,LP001726,Male,Yes,0,Graduate,No,3727,1775.0,131.0,360.0,1.0,Semiurban,1
274,LP002455,Male,Yes,2,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban,1
275,LP002126,Male,Yes,3+,Not Graduate,No,3173,0.0,74.0,360.0,1.0,Semiurban,1
276,LP001179,Male,Yes,2,Graduate,No,4616,0.0,134.0,360.0,1.0,Urban,0
277,LP001253,Male,Yes,3+,Graduate,Yes,5266,1774.0,187.0,360.0,1.0,Semiurban,1
278,LP002936,Male,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,1
279,LP002398,Male,No,0,Graduate,No,1926,1851.0,50.0,360.0,1.0,Semiurban,1
280,LP002345,Male,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,1
281,LP002847,Male,Yes,,Graduate,No,5116,1451.0,165.0,360.0,0.0,Urban,0
282,LP001814,Male,Yes,2,Graduate,No,9703,0.0,112.0,360.0,1.0,Urban,1
283,LP001245,Male,Yes,2,Not Graduate,Yes,1875,1875.0,97.0,360.0,1.0,Semiurban,1
284,LP001289,Male,No,0,Graduate,No,8566,0.0,210.0,360.0,1.0,Urban,1
285,LP001732,Male,Yes,2,Graduate,,5000,0.0,72.0,360.0,0.0,Semiurban,0
286,LP002065,Male,Yes,3+,Graduate,No,15000,0.0,300.0,360.0,1.0,Rural,1
287,LP002949,Female,No,3+,Graduate,,416,41667.0,350.0,180.0,,Urban,0
288,LP001325,Male,No,0,Not Graduate,No,3620,0.0,25.0,120.0,1.0,Semiurban,1
289,LP002315,Male,Yes,1,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,0
290,LP002067,Male,Yes,1,Graduate,Yes,8666,4983.0,376.0,360.0,0.0,Rural,0
291,LP002640,Male,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,1
292,LP002692,Male,Yes,3+,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,1
293,LP001478,Male,No,0,Graduate,No,2718,0.0,70.0,360.0,1.0,Semiurban,1
294,LP001936,Male,Yes,0,Graduate,No,3075,2416.0,139.0,360.0,1.0,Rural,1
295,LP001711,Male,Yes,3+,Graduate,No,3430,1250.0,128.0,360.0,0.0,Semiurban,0
296,LP001835,Male,Yes,0,Not Graduate,No,1668,3890.0,201.0,360.0,0.0,Semiurban,0
297,LP002277,Female,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,0
298,LP002443,Male,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,0
299,LP001647,Male,Yes,0,Graduate,No,9328,0.0,188.0,180.0,1.0,Rural,1
300,LP002603,Female,No,0,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,1
301,LP001267,Female,Yes,2,Graduate,No,1378,1881.0,167.0,360.0,1.0,Urban,0
302,LP001892,Male,No,0,Graduate,No,2833,1857.0,126.0,360.0,1.0,Rural,1
303,LP002143,Female,Yes,0,Graduate,No,2423,505.0,130.0,360.0,1.0,Semiurban,1
304,LP001925,Female,No,0,Graduate,Yes,2600,1717.0,99.0,300.0,1.0,Semiurban,0
305,LP002863,Male,Yes,3+,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban,0
306,LP002141,Male,Yes,3+,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,1
307,LP001123,Male,Yes,0,Graduate,No,2400,0.0,75.0,360.0,,Urban,1
308,LP002978,Female,No,0,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural,1
309,LP002472,Male,No,2,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,1
310,LP002224,Male,No,0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,0
311,LP001846,Female,No,3+,Graduate,No,3083,0.0,255.0,360.0,1.0,Rural,1
312,LP002484,Male,Yes,3+,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,1
313,LP002119,Male,Yes,1,Not Graduate,No,4554,1229.0,158.0,360.0,1.0,Urban,1
314,LP002197,Male,Yes,2,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban,1
315,LP002720,Male,Yes,3+,Graduate,No,4281,0.0,100.0,360.0,1.0,Urban,1
316,LP001379,Male,Yes,2,Graduate,No,3800,3600.0,216.0,360.0,0.0,Urban,0
317,LP001865,Male,Yes,1,Graduate,No,6083,4250.0,330.0,360.0,,Urban,1
318,LP001333,Male,Yes,0,Graduate,No,1977,997.0,50.0,360.0,1.0,Semiurban,1
319,LP002434,Male,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,1
320,LP001998,Male,Yes,2,Not Graduate,No,7667,0.0,185.0,360.0,,Rural,1
321,LP001579,Male,No,0,Graduate,No,2237,0.0,63.0,480.0,0.0,Semiurban,0
322,LP002288,Male,Yes,2,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,0
323,LP001131,Male,Yes,0,Graduate,No,3941,2336.0,134.0,360.0,1.0,Semiurban,1
324,LP002637,Male,No,0,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,0
325,LP002911,Male,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,0
326,LP001137,Female,No,0,Graduate,No,3410,0.0,88.0,,1.0,Urban,1
327,LP001671,Female,Yes,0,Graduate,No,3416,2816.0,113.0,360.0,,Semiurban,1
328,LP002035,Male,Yes,2,Graduate,No,3717,0.0,120.0,360.0,1.0,Semiurban,1
329,LP001498,Male,No,0,Graduate,No,5417,0.0,168.0,360.0,1.0,Urban,1
330,LP001280,Male,Yes,2,Not Graduate,No,3333,2000.0,99.0,360.0,,Semiurban,1
331,LP002110,Male,Yes,1,Graduate,,5250,688.0,160.0,360.0,1.0,Rural,1
332,LP002500,Male,Yes,3+,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban,0
333,LP002272,Male,Yes,2,Graduate,No,3276,484.0,135.0,360.0,,Semiurban,1
334,LP001669,Female,No,0,Not Graduate,No,1907,2365.0,120.0,,1.0,Urban,1
335,LP002543,Male,Yes,2,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban,1
336,LP001765,Male,Yes,1,Graduate,No,2491,2054.0,104.0,360.0,1.0,Semiurban,1
337,LP001806,Male,No,0,Graduate,No,2965,5701.0,155.0,60.0,1.0,Urban,1
338,LP001356,Male,Yes,0,Graduate,No,4652,3583.0,,360.0,1.0,Semiurban,1
339,LP001519,Female,No,0,Graduate,No,10000,1666.0,225.0,360.0,1.0,Rural,0
340,LP002447,Male,Yes,2,Not Graduate,No,1958,1456.0,60.0,300.0,,Urban,1
341,LP002448,Male,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,0
342,LP002898,Male,Yes,1,Graduate,No,1880,0.0,61.0,360.0,,Rural,0
343,LP002287,Female,No,0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,0
344,LP001431,Female,No,0,Graduate,No,2137,8980.0,137.0,360.0,0.0,Semiurban,1
345,LP002180,Male,No,0,Graduate,Yes,6822,0.0,141.0,360.0,1.0,Rural,1
346,LP001528,Male,No,0,Graduate,No,6277,0.0,118.0,360.0,0.0,Rural,0
347,LP002778,Male,Yes,2,Graduate,Yes,6633,0.0,,360.0,0.0,Rural,0
348,LP001945,Female,No,,Graduate,No,5417,0.0,143.0,480.0,0.0,Urban,0
349,LP001036,Female,No,0,Graduate,No,3510,0.0,76.0,360.0,0.0,Urban,0
350,LP002964,Male,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,1
351,LP001570,Male,Yes,2,Graduate,No,4167,1447.0,158.0,360.0,1.0,Rural,1
352,LP002369,Male,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,1
353,LP002341,Female,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,0
354,LP002767,Male,Yes,0,Graduate,No,2768,1950.0,155.0,360.0,1.0,Rural,1
355,LP001722,Male,Yes,0,Graduate,No,150,1800.0,135.0,360.0,1.0,Rural,0
356,LP002407,Female,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,1
357,LP002144,Female,No,,Graduate,No,3813,0.0,116.0,180.0,1.0,Urban,1
358,LP002424,Male,Yes,0,Graduate,No,7333,8333.0,175.0,300.0,,Rural,1
359,LP002820,Male,Yes,0,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural,1
360,LP001448,,Yes,3+,Graduate,No,23803,0.0,370.0,360.0,1.0,Rural,1
361,LP001692,Female,No,0,Not Graduate,No,4408,0.0,120.0,360.0,1.0,Semiurban,1
362,LP001046,Male,Yes,1,Graduate,No,5955,5625.0,315.0,360.0,1.0,Urban,1
363,LP002347,Male,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,1
364,LP001586,Male,Yes,3+,Not Graduate,No,3522,0.0,81.0,180.0,1.0,Rural,0
365,LP001106,Male,Yes,0,Graduate,No,2275,2067.0,,360.0,1.0,Urban,1
366,LP002449,Male,Yes,0,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural,1
367,LP001520,Male,Yes,0,Graduate,No,4860,830.0,125.0,360.0,1.0,Semiurban,1
368,LP002098,Male,No,0,Graduate,No,2935,0.0,98.0,360.0,1.0,Semiurban,1
369,LP002008,Male,Yes,2,Graduate,Yes,5746,0.0,144.0,84.0,,Rural,1
370,LP001449,Male,No,0,Graduate,No,3865,1640.0,,360.0,1.0,Rural,1
371,LP002716,Male,No,0,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban,1
372,LP002281,Male,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,1
373,LP001720,Male,Yes,3+,Not Graduate,No,3850,983.0,100.0,360.0,1.0,Semiurban,1
374,LP001514,Female,Yes,0,Graduate,No,2330,4486.0,100.0,360.0,1.0,Semiurban,1
375,LP002149,Male,Yes,2,Graduate,No,8333,3167.0,165.0,360.0,1.0,Rural,1
376,LP002101,Male,Yes,0,Graduate,,63337,0.0,490.0,180.0,1.0,Urban,1
377,LP001384,Male,Yes,3+,Not Graduate,No,2071,754.0,94.0,480.0,1.0,Semiurban,1
378,LP002265,Male,Yes,2,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,1
379,LP002301,Female,No,0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,0
380,LP001908,Female,Yes,0,Not Graduate,No,4100,0.0,124.0,360.0,,Rural,1
381,LP002158,Male,Yes,0,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban,0
382,LP001439,Male,Yes,0,Not Graduate,No,4300,2014.0,194.0,360.0,1.0,Rural,1
383,LP002114,Female,No,0,Graduate,No,4160,0.0,71.0,360.0,1.0,Semiurban,1
384,LP001536,Male,Yes,3+,Graduate,No,39999,0.0,600.0,180.0,0.0,Semiurban,1
385,LP001345,Male,Yes,2,Not Graduate,No,4288,3263.0,133.0,180.0,1.0,Urban,1
386,LP002699,Male,Yes,2,Graduate,Yes,17500,0.0,400.0,360.0,1.0,Rural,1
387,LP001030,Male,Yes,2,Graduate,No,1299,1086.0,17.0,120.0,1.0,Urban,1
388,LP001922,Male,Yes,0,Graduate,No,20667,0.0,,360.0,1.0,Rural,0
389,LP002892,Male,Yes,2,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,1
390,LP001259,Male,Yes,1,Graduate,Yes,1000,3022.0,110.0,360.0,1.0,Urban,0
391,LP002807,Male,Yes,2,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban,1
392,LP002314,Female,No,0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,1
393,LP002390,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,1
394,LP002821,Male,No,0,Not Graduate,Yes,5800,0.0,132.0,360.0,1.0,Semiurban,1
395,LP001199,Male,Yes,2,Not Graduate,No,3357,2859.0,144.0,360.0,1.0,Urban,1
396,LP001114,Male,No,0,Graduate,No,4166,7210.0,184.0,360.0,1.0,Urban,1
397,LP002619,Male,Yes,0,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,1
398,LP002690,Male,No,0,Graduate,No,2500,0.0,55.0,360.0,1.0,Semiurban,1
399,LP001674,Male,Yes,1,Not Graduate,No,2600,2500.0,90.0,360.0,1.0,Semiurban,1
400,LP001248,Male,No,0,Graduate,No,3500,0.0,81.0,300.0,1.0,Semiurban,1
401,LP002362,Male,Yes,1,Graduate,No,7250,1667.0,110.0,,0.0,Urban,0
402,LP002784,Male,Yes,1,Not Graduate,No,2492,2375.0,,360.0,1.0,Rural,1
403,LP002053,Male,Yes,3+,Graduate,No,4342,189.0,124.0,360.0,1.0,Semiurban,1
404,LP002522,Female,No,0,Graduate,Yes,2500,0.0,93.0,360.0,,Urban,1
405,LP001552,Male,Yes,0,Graduate,No,4583,5625.0,255.0,360.0,1.0,Semiurban,1
406,LP001562,Male,Yes,0,Graduate,No,7933,0.0,275.0,360.0,1.0,Urban,0
407,LP002106,Male,Yes,,Graduate,Yes,5503,4490.0,70.0,,1.0,Semiurban,1
408,LP001915,Male,Yes,2,Graduate,No,2301,985.7999877999997,78.0,180.0,1.0,Urban,1
409,LP002175,Male,Yes,0,Graduate,No,4750,2333.0,130.0,360.0,1.0,Urban,1
410,LP002501,,Yes,0,Graduate,No,16692,0.0,110.0,360.0,1.0,Semiurban,1
411,LP001639,Female,Yes,0,Graduate,No,3625,0.0,108.0,360.0,1.0,Semiurban,1
412,LP002729,Male,No,1,Graduate,No,11250,0.0,196.0,360.0,,Semiurban,0
413,LP001786,Male,Yes,0,Graduate,,5746,0.0,255.0,360.0,,Urban,0
414,LP001813,Male,No,0,Graduate,Yes,6050,4333.0,120.0,180.0,1.0,Urban,0
415,LP002348,Male,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,1
416,LP001974,Female,No,0,Graduate,No,5000,0.0,132.0,360.0,1.0,Rural,1
417,LP002205,Male,No,1,Graduate,No,3062,1987.0,111.0,180.0,0.0,Urban,0
418,LP002161,Female,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,0
419,LP001954,Female,Yes,1,Graduate,No,4666,0.0,135.0,360.0,1.0,Urban,1
420,LP002422,Male,No,1,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,1
421,LP002226,Male,Yes,0,Graduate,,3333,2500.0,128.0,360.0,1.0,Semiurban,1
422,LP001326,Male,No,0,Graduate,,6782,0.0,,360.0,,Urban,0
423,LP001087,Female,No,2,Graduate,,3750,2083.0,120.0,360.0,1.0,Semiurban,1
424,LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,0
425,LP001634,Male,No,0,Graduate,No,1916,5063.0,67.0,360.0,,Rural,0
426,LP002938,Male,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,1
427,LP002785,Male,Yes,1,Graduate,No,3333,3250.0,158.0,360.0,1.0,Urban,1
428,LP001027,Male,Yes,2,Graduate,,2500,1840.0,109.0,360.0,1.0,Urban,1
429,LP001664,Male,No,0,Graduate,No,4191,0.0,120.0,360.0,1.0,Rural,1
430,LP002571,Male,No,0,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural,1
431,LP002097,Male,No,1,Graduate,No,4384,1793.0,117.0,360.0,1.0,Urban,1
432,LP001581,Male,Yes,0,Not Graduate,,1820,1769.0,95.0,360.0,1.0,Rural,1
433,LP001949,Male,Yes,3+,Graduate,,4416,1250.0,110.0,360.0,1.0,Urban,1
434,LP002837,Male,Yes,3+,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural,0
435,LP002717,Male,Yes,0,Graduate,No,1025,5500.0,216.0,360.0,,Rural,1
436,LP001370,Male,No,0,Not Graduate,,7333,0.0,120.0,360.0,1.0,Rural,0
437,LP002237,Male,No,1,Graduate,,3667,0.0,113.0,180.0,1.0,Urban,1
438,LP002912,Male,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,0
439,LP002798,Male,Yes,0,Graduate,No,3887,2669.0,162.0,360.0,1.0,Semiurban,1
440,LP002051,Male,Yes,0,Graduate,No,2400,2167.0,115.0,360.0,1.0,Semiurban,1
441,LP002131,Male,Yes,2,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,1
442,LP001750,Male,Yes,0,Graduate,No,6250,0.0,128.0,360.0,1.0,Semiurban,1
443,LP001990,Male,No,0,Not Graduate,No,2000,0.0,,360.0,1.0,Urban,0
444,LP002317,Male,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,0
445,LP002068,Male,No,0,Graduate,No,4917,0.0,130.0,360.0,0.0,Rural,1
446,LP001006,Male,Yes,0,Not Graduate,No,2583,2358.0,120.0,360.0,1.0,Urban,1
447,LP002115,Male,Yes,3+,Not Graduate,No,2647,1587.0,173.0,360.0,1.0,Rural,0
448,LP001451,Male,Yes,1,Graduate,Yes,10513,3850.0,160.0,180.0,0.0,Urban,0
449,LP001282,Male,Yes,0,Graduate,No,2500,2118.0,104.0,360.0,1.0,Semiurban,1
450,LP001369,Male,Yes,2,Graduate,No,11417,1126.0,225.0,360.0,1.0,Urban,1
451,LP001811,Male,Yes,0,Not Graduate,No,3406,4417.0,123.0,360.0,1.0,Semiurban,1
452,LP002361,Male,Yes,0,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban,1
453,LP001972,Male,Yes,,Not Graduate,No,2875,1750.0,105.0,360.0,1.0,Semiurban,1
454,LP001032,Male,No,0,Graduate,No,4950,0.0,125.0,360.0,1.0,Urban,1
455,LP001507,Male,Yes,0,Graduate,No,2698,2034.0,122.0,360.0,1.0,Semiurban,1
456,LP002031,Male,Yes,1,Not Graduate,No,3399,1640.0,111.0,180.0,1.0,Urban,1
457,LP001658,Male,No,0,Graduate,No,3858,0.0,76.0,360.0,1.0,Semiurban,1
458,LP001465,Male,Yes,0,Graduate,No,6080,2569.0,182.0,360.0,,Rural,0
459,LP001491,Male,Yes,2,Graduate,Yes,3316,3500.0,88.0,360.0,1.0,Urban,1
460,LP001641,Male,Yes,1,Graduate,Yes,2178,0.0,66.0,300.0,0.0,Rural,0
461,LP002960,Male,Yes,0,Not Graduate,No,2400,3800.0,,180.0,1.0,Urban,0
462,LP001633,Male,Yes,1,Graduate,No,6400,7250.0,180.0,360.0,0.0,Urban,0
463,LP002113,Female,No,3+,Not Graduate,No,1830,0.0,,360.0,0.0,Urban,0
464,LP002335,Female,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,0
465,LP001644,,Yes,0,Graduate,Yes,674,5296.0,168.0,360.0,1.0,Rural,1
466,LP002974,Male,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,1
467,LP001565,Male,Yes,1,Graduate,No,3089,1280.0,121.0,360.0,0.0,Semiurban,0
468,LP002234,Male,No,0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,1
469,LP001546,Male,No,0,Graduate,,2980,2083.0,120.0,360.0,1.0,Rural,1
470,LP002530,,Yes,2,Graduate,No,2873,1872.0,132.0,360.0,0.0,Semiurban,0
471,LP002556,Male,No,0,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban,0
472,LP001516,Female,Yes,2,Graduate,No,14866,0.0,70.0,360.0,1.0,Urban,1
473,LP002888,Male,No,0,Graduate,,3182,2917.0,161.0,360.0,1.0,Urban,1
474,LP001487,Male,No,0,Graduate,No,4895,0.0,102.0,360.0,1.0,Semiurban,1
475,LP002925,,No,0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,1
476,LP001963,Male,Yes,1,Graduate,No,2014,2925.0,113.0,360.0,1.0,Urban,0
477,LP001904,Male,Yes,0,Graduate,No,3103,1300.0,80.0,360.0,1.0,Urban,1
478,LP002916,Male,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,1
479,LP002670,Female,Yes,2,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,1
480,LP001151,Female,No,0,Graduate,No,4000,2275.0,144.0,360.0,1.0,Semiurban,1
481,LP002243,Male,Yes,0,Not Graduate,No,3010,3136.0,,360.0,0.0,Urban,0
482,LP001926,Male,Yes,0,Graduate,No,3704,2000.0,120.0,360.0,1.0,Rural,1
483,LP001018,Male,Yes,2,Graduate,No,4006,1526.0,168.0,360.0,1.0,Urban,1
484,LP001518,Male,Yes,1,Graduate,No,1538,1425.0,30.0,360.0,1.0,Urban,1
485,LP002408,Male,No,0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,1
486,LP002103,,Yes,1,Graduate,Yes,9833,1833.0,182.0,180.0,1.0,Urban,1
487,LP001790,Female,No,1,Graduate,No,3812,0.0,112.0,360.0,1.0,Rural,1
488,LP001401,Male,Yes,1,Graduate,No,14583,0.0,185.0,180.0,1.0,Rural,1
489,LP002893,Male,No,0,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,0
490,LP002777,Male,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,1
