"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group C","associate's degree","standard","none","68","66","72"
"male","group D","associate's degree","standard","completed","91","91","91"
"female","group A","bachelor's degree","standard","none","70","86","79"
"male","group C","high school","free/reduced","none","62","69","64"
"female","group E","high school","standard","none","68","73","79"
"female","group D","high school","free/reduced","completed","80","95","91"
"male","group A","bachelor's degree","free/reduced","none","61","60","53"
"male","group C","some high school","free/reduced","completed","66","65","71"
"female","group B","bachelor's degree","standard","none","81","80","81"
"male","group C","associate's degree","standard","none","61","50","49"
"female","group B","high school","standard","completed","66","74","78"
"female","group B","associate's degree","standard","none","59","59","62"
"male","group C","high school","free/reduced","none","75","78","70"
"female","group C","bachelor's degree","standard","none","76","85","85"
"male","group E","high school","standard","completed","86","80","78"
"male","group A","associate's degree","standard","completed","59","60","58"
"female","group C","master's degree","standard","none","66","75","70"
"male","group D","some high school","standard","none","74","77","72"
"female","group D","associate's degree","free/reduced","none","70","85","80"
"male","group D","associate's degree","standard","completed","76","76","79"
"female","group C","associate's degree","standard","completed","97","97","100"
"female","group D","some high school","standard","completed","94","100","100"
"male","group B","some college","standard","none","68","69","64"
"male","group D","some high school","free/reduced","none","52","59","48"
"female","group C","bachelor's degree","standard","completed","55","68","74"
"male","group C","some college","standard","none","76","73","67"
"female","group D","bachelor's degree","standard","none","63","66","67"
"male","group C","high school","standard","none","64","51","53"
"female","group D","some high school","free/reduced","none","66","69","67"
"female","group C","some high school","standard","completed","52","75","73"
"male","group D","high school","standard","completed","68","61","63"
"female","group C","some high school","standard","completed","59","70","68"
"male","group B","associate's degree","free/reduced","completed","64","83","81"
"male","group C","high school","standard","none","74","84","74"
"female","group E","some high school","free/reduced","completed","72","88","87"
"male","group B","some high school","standard","completed","84","73","77"
"female","group C","bachelor's degree","standard","completed","63","76","77"
"female","group B","some high school","standard","completed","61","76","72"
"female","group D","master's degree","standard","none","54","64","63"
"female","group D","bachelor's degree","free/reduced","completed","53","70","74"
"female","group B","some college","standard","none","59","65","64"
"male","group D","some college","free/reduced","completed","72","62","70"
"female","group B","bachelor's degree","standard","none","57","64","67"
"male","group E","some high school","standard","completed","92","84","83"
"male","group B","associate's degree","standard","completed","58","58","54"
"male","group C","high school","standard","none","58","55","47"
"female","group D","some college","standard","none","64","71","69"
"female","group A","some high school","free/reduced","completed","79","82","85"
"male","group B","bachelor's degree","free/reduced","none","73","88","85"
"male","group E","high school","standard","completed","75","73","69"
"male","group D","bachelor's degree","standard","none","71","71","70"
"female","group C","high school","standard","none","46","58","52"
"male","group C","associate's degree","standard","none","65","57","58"
"male","group C","some college","standard","none","85","84","79"
"female","group C","bachelor's degree","free/reduced","completed","47","73","68"
"male","group C","high school","free/reduced","completed","48","60","57"
"male","group D","associate's degree","free/reduced","none","71","67","66"
"male","group C","some high school","standard","none","48","45","45"
"male","group D","bachelor's degree","free/reduced","completed","70","67","72"
"male","group D","master's degree","standard","none","91","85","93"
"male","group C","associate's degree","standard","none","69","70","62"
"female","group D","some high school","standard","none","72","74","78"
"female","group B","some high school","standard","completed","59","73","69"
"male","group E","associate's degree","standard","completed","73","70","69"
"female","group D","bachelor's degree","free/reduced","none","54","63","59"
"male","group E","bachelor's degree","standard","completed","100","100","100"
"male","group E","some college","free/reduced","completed","69","58","66"
"male","group E","some college","standard","none","88","79","75"
"male","group D","associate's degree","standard","none","79","72","73"
"female","group D","associate's degree","free/reduced","none","44","41","38"
"male","group C","high school","free/reduced","none","58","51","49"
"female","group A","associate's degree","standard","none","70","84","81"
"male","group E","bachelor's degree","free/reduced","completed","78","65","66"
"female","group D","bachelor's degree","free/reduced","none","45","62","59"
"male","group B","some college","free/reduced","completed","52","63","60"
"female","group C","some high school","free/reduced","none","48","58","52"
"male","group C","some college","free/reduced","none","68","66","60"
"male","group D","bachelor's degree","free/reduced","none","79","80","81"
"male","group E","some high school","standard","none","48","36","43"
"male","group D","high school","standard","completed","78","81","81"
"female","group C","some high school","standard","none","77","88","84"
"male","group B","some college","standard","completed","74","72","65"
"female","group E","associate's degree","standard","none","79","76","79"
"male","group C","high school","free/reduced","completed","48","48","45"
"male","group D","some college","free/reduced","none","67","66","61"
"male","group D","high school","standard","none","48","52","48"
"female","group C","bachelor's degree","standard","none","83","86","87"
"female","group D","some high school","standard","completed","62","61","64"
"male","group D","some college","standard","completed","100","85","91"
"male","group E","bachelor's degree","free/reduced","completed","91","91","86"
"male","group B","some college","standard","completed","73","74","66"
"female","group E","high school","free/reduced","completed","76","94","93"
"female","group E","master's degree","free/reduced","none","61","75","75"
"male","group B","some high school","standard","none","82","73","70"
"male","group E","high school","free/reduced","completed","71","67","62"
"male","group A","some high school","standard","completed","71","79","78"
"male","group D","high school","standard","none","65","59","61"
"female","group B","master's degree","standard","completed","73","78","78"
"male","group D","some college","free/reduced","none","71","58","53"
"male","group D","some high school","standard","none","66","51","52"
"female","group C","high school","standard","none","53","68","62"
"female","group D","bachelor's degree","standard","none","81","85","90"
"male","group B","associate's degree","standard","completed","82","93","86"
"female","group C","some college","standard","none","48","69","58"
"female","group B","bachelor's degree","standard","completed","63","83","84"
"female","group E","high school","standard","none","87","86","83"
"female","group D","some college","standard","completed","77","85","86"
"female","group E","high school","free/reduced","none","71","75","77"
"male","group D","high school","standard","completed","55","59","53"
"female","group D","bachelor's degree","standard","none","62","77","81"
"male","group C","high school","standard","none","57","54","53"
"male","group C","some high school","standard","none","65","56","57"
"male","group D","associate's degree","standard","completed","69","65","67"
"female","group A","master's degree","free/reduced","completed","88","99","98"
"male","group C","some college","standard","completed","80","79","76"
"male","group C","bachelor's degree","standard","none","91","85","88"
"male","group D","master's degree","free/reduced","none","80","74","74"
"female","group C","high school","standard","none","56","58","51"
"male","group D","some high school","standard","none","59","54","56"
"male","group D","associate's degree","standard","none","72","56","61"
"male","group E","some high school","standard","none","99","87","78"
"male","group C","bachelor's degree","free/reduced","none","68","61","57"
"male","group E","associate's degree","standard","none","81","71","74"
"male","group C","high school","standard","none","48","53","47"
"female","group C","some college","free/reduced","completed","44","65","64"
"male","group E","bachelor's degree","standard","none","90","79","83"
"male","group D","associate's degree","free/reduced","none","66","65","57"
"male","group B","some high school","standard","none","55","59","58"
"male","group B","master's degree","standard","none","63","62","51"
"female","group D","high school","standard","none","82","87","83"
"female","group D","bachelor's degree","standard","none","73","74","77"
"male","group B","bachelor's degree","free/reduced","completed","72","76","70"
"female","group D","some college","standard","completed","84","91","94"
"male","group D","associate's degree","free/reduced","none","54","44","53"
"female","group A","some high school","standard","none","61","63","63"
"female","group B","some high school","free/reduced","none","39","53","45"
"female","group C","master's degree","standard","none","91","100","100"
"female","group D","high school","standard","completed","86","89","94"
"female","group C","master's degree","standard","none","61","67","71"
"female","group C","bachelor's degree","free/reduced","completed","80","100","98"
"male","group D","high school","free/reduced","completed","51","52","53"
"female","group B","associate's degree","standard","none","60","60","61"
"male","group E","associate's degree","standard","completed","91","88","84"
"female","group A","associate's degree","standard","none","60","72","69"
"female","group D","some high school","free/reduced","none","59","68","66"
"female","group E","high school","standard","completed","71","78","84"
"female","group A","associate's degree","free/reduced","none","64","74","72"
"male","group B","some high school","standard","none","69","75","66"
"male","group B","associate's degree","standard","completed","44","48","45"
"male","group B","high school","free/reduced","none","31","26","26"
"male","group D","some college","free/reduced","completed","61","64","61"
"male","group E","bachelor's degree","standard","none","65","48","50"
"female","group C","high school","standard","none","55","73","67"
"female","group D","some college","free/reduced","completed","58","60","66"
"female","group B","some college","standard","none","58","67","66"
"female","group B","high school","standard","none","65","74","69"
"female","group A","some college","standard","completed","66","74","78"
"female","group D","high school","free/reduced","completed","61","84","82"
"male","group A","some college","standard","none","62","53","55"
"male","group D","master's degree","standard","none","65","58","60"
"female","group D","associate's degree","standard","completed","80","95","97"
"female","group C","associate's degree","standard","none","64","70","73"
"female","group C","master's degree","standard","completed","78","80","81"
"male","group C","some college","standard","completed","91","94","91"
"male","group D","high school","standard","none","76","75","74"
"male","group C","some high school","standard","none","80","72","70"
"male","group B","some college","free/reduced","none","66","61","59"
"female","group E","high school","standard","none","94","93","84"
"male","group B","bachelor's degree","free/reduced","none","79","65","63"
"female","group D","some college","free/reduced","none","60","71","76"
"male","group C","associate's degree","standard","none","73","68","65"
"female","group D","some college","free/reduced","none","58","75","73"
"female","group E","some high school","standard","none","94","91","85"
"female","group B","bachelor's degree","standard","none","88","97","96"
"female","group D","high school","free/reduced","completed","49","69","68"
"female","group D","bachelor's degree","standard","none","81","88","88"
"female","group C","some college","standard","none","42","57","52"
"female","group D","master's degree","free/reduced","none","68","74","82"
"male","group B","high school","free/reduced","completed","91","90","89"
"male","group B","associate's degree","standard","completed","81","81","77"
"female","group E","high school","standard","completed","69","81","79"
"male","group E","high school","standard","none","60","49","48"
"male","group C","some college","standard","completed","63","63","64"
"male","group B","associate's degree","standard","completed","92","81","87"
"female","group E","some high school","standard","none","36","39","35"
"female","group E","high school","standard","completed","84","100","96"
"male","group D","bachelor's degree","free/reduced","none","55","67","60"
"male","group C","bachelor's degree","standard","completed","69","74","65"
"female","group D","high school","standard","none","69","77","75"
"female","group B","some college","free/reduced","none","52","64","61"
"male","group B","some high school","standard","completed","74","69","68"
"female","group C","some high school","standard","completed","46","61","62"
"female","group B","some college","standard","none","83","93","90"
"male","group B","some college","standard","none","62","50","51"
"female","group B","some high school","standard","completed","82","89","90"
"male","group C","some high school","standard","none","58","55","40"
"female","group B","some high school","standard","completed","95","100","99"
"male","group E","bachelor's degree","standard","none","92","90","84"
"male","group C","associate's degree","standard","completed","63","72","71"
"female","group E","some college","standard","none","92","100","96"
"male","group D","associate's degree","free/reduced","none","85","83","78"
"female","group C","bachelor's degree","free/reduced","none","51","67","59"
"male","group C","associate's degree","standard","none","76","74","72"
"male","group D","some college","standard","completed","68","78","75"
"male","group B","some college","standard","none","60","55","53"
"male","group A","associate's degree","standard","none","89","96","83"
"male","group C","high school","standard","none","65","63","58"
"male","group B","some high school","standard","completed","74","58","61"
"female","group D","associate's degree","standard","none","72","81","84"
"male","group B","bachelor's degree","free/reduced","none","51","46","40"
"female","group C","bachelor's degree","standard","none","76","77","80"
"female","group D","some high school","free/reduced","none","58","67","63"
"female","group E","high school","free/reduced","none","52","58","56"
"male","group D","high school","free/reduced","none","62","59","56"
"male","group A","some college","standard","none","90","82","75"
"male","group D","bachelor's degree","free/reduced","completed","62","67","64"
"male","group D","associate's degree","standard","completed","88","87","89"
"male","group B","some college","standard","completed","62","63","63"
"male","group C","bachelor's degree","standard","none","88","84","81"
"male","group E","associate's degree","standard","none","85","79","78"
"male","group B","bachelor's degree","free/reduced","none","76","84","83"
"female","group C","high school","standard","none","70","78","76"
"male","group C","some high school","free/reduced","completed","60","63","67"
"male","group C","some college","standard","none","89","86","76"
"female","group D","some college","standard","completed","71","78","87"
"male","group E","associate's degree","standard","completed","91","76","82"
"male","group D","some college","free/reduced","completed","77","82","80"
"female","group C","some high school","standard","none","80","89","82"
"male","group D","high school","free/reduced","none","58","42","42"
"female","group B","associate's degree","standard","none","83","76","83"
"female","group C","associate's degree","standard","none","72","82","79"
"female","group B","associate's degree","standard","completed","59","69","67"
"male","group D","some college","free/reduced","none","68","69","74"
"female","group D","associate's degree","standard","none","56","63","64"
"male","group B","some high school","free/reduced","completed","79","76","79"
"male","group A","some college","standard","none","57","53","48"
"male","group D","master's degree","standard","completed","86","86","86"
"female","group B","bachelor's degree","standard","none","85","78","75"
"male","group A","bachelor's degree","free/reduced","none","63","59","61"
"female","group E","some high school","free/reduced","none","25","35","38"
"male","group D","associate's degree","free/reduced","none","70","61","66"
"male","group D","bachelor's degree","standard","none","97","89","87"
"male","group B","some college","free/reduced","none","53","59","52"
"female","group A","associate's degree","standard","none","73","91","92"
"female","group E","associate's degree","free/reduced","completed","98","100","100"
"female","group C","associate's degree","standard","none","73","77","72"
"male","group D","some college","free/reduced","completed","67","71","79"
"male","group C","some high school","free/reduced","none","37","29","24"
"female","group B","some college","standard","none","86","84","86"
"female","group E","master's degree","standard","none","91","99","100"
"female","group C","master's degree","standard","completed","76","82","88"
"female","group C","some college","free/reduced","none","67","68","72"
"female","group E","high school","free/reduced","completed","74","78","79"
"female","group D","associate's degree","standard","none","90","98","98"
"male","group B","associate's degree","free/reduced","none","42","42","42"
"male","group C","some high school","standard","completed","58","49","53"
"female","group B","some high school","standard","completed","56","72","74"
"male","group D","some college","free/reduced","none","47","47","44"
"female","group C","high school","free/reduced","completed","53","64","61"
"female","group C","high school","standard","completed","52","66","69"
"female","group C","master's degree","standard","none","69","78","81"
"male","group E","associate's degree","free/reduced","none","62","68","61"
"female","group B","bachelor's degree","standard","none","62","77","75"
"female","group D","associate's degree","standard","none","76","72","76"
"male","group E","some college","standard","none","75","64","62"
"female","group C","some college","standard","none","75","90","93"
"male","group B","bachelor's degree","free/reduced","completed","48","57","53"
"female","group D","bachelor's degree","standard","completed","96","100","100"
"male","group E","some college","standard","none","63","72","66"
"male","group D","some high school","standard","none","72","59","60"
"male","group E","bachelor's degree","standard","completed","92","81","82"
"male","group A","bachelor's degree","free/reduced","completed","76","74","72"
"female","group D","high school","standard","completed","78","71","75"
"male","group C","associate's degree","standard","none","71","67","63"
"male","group D","bachelor's degree","free/reduced","completed","89","97","94"
"male","group D","master's degree","standard","completed","77","77","77"
"male","group E","associate's degree","standard","completed","100","100","100"
"male","group E","high school","free/reduced","completed","73","70","65"
"female","group E","associate's degree","standard","none","80","77","76"
"male","group D","bachelor's degree","standard","completed","93","100","100"
"female","group B","some high school","standard","completed","76","79","87"
"male","group B","high school","free/reduced","completed","49","44","47"
"female","group C","bachelor's degree","free/reduced","none","70","84","89"
"female","group A","some high school","free/reduced","completed","60","69","77"
"female","group B","some high school","free/reduced","completed","67","84","83"
"female","group D","high school","standard","none","85","94","85"
"female","group E","high school","free/reduced","none","77","74","70"
"male","group C","bachelor's degree","standard","none","63","54","54"
"female","group C","some college","standard","completed","86","100","100"
"male","group B","some college","standard","none","54","49","50"
"male","group C","high school","standard","completed","76","68","69"
"female","group C","associate's degree","standard","completed","59","70","67"
"female","group E","some college","free/reduced","none","76","84","78"
"male","group B","associate's degree","standard","completed","80","67","72"
"female","group B","master's degree","standard","none","72","88","81"
"female","group D","associate's degree","standard","none","71","80","80"
"male","group D","some college","free/reduced","none","47","42","42"
"male","group C","high school","standard","none","96","88","77"
"male","group B","bachelor's degree","free/reduced","none","67","61","59"
"female","group D","bachelor's degree","standard","completed","82","86","94"
"female","group C","some college","free/reduced","none","48","55","49"
"male","group E","master's degree","standard","none","95","88","80"
"male","group B","some high school","standard","none","68","64","56"
"male","group C","bachelor's degree","free/reduced","completed","80","91","86"
"female","group D","associate's degree","standard","completed","96","91","94"
"female","group D","master's degree","free/reduced","none","49","64","65"
"male","group D","high school","free/reduced","none","80","76","76"
"female","group D","some high school","standard","none","52","61","56"
"female","group B","master's degree","free/reduced","none","55","71","70"
"female","group A","associate's degree","free/reduced","none","61","68","70"
"female","group D","high school","free/reduced","none","73","72","73"
"male","group D","bachelor's degree","standard","none","93","79","84"
"female","group C","some college","standard","none","64","70","73"
"female","group D","bachelor's degree","free/reduced","none","59","66","68"
"male","group D","bachelor's degree","standard","completed","92","100","97"
"female","group C","some college","free/reduced","none","75","89","76"
"female","group C","some college","free/reduced","none","60","67","68"
"female","group C","associate's degree","standard","none","83","88","84"
"male","group E","high school","standard","none","63","64","51"
"female","group C","some college","standard","completed","81","91","88"
"male","group B","associate's degree","standard","none","75","69","66"
"female","group D","associate's degree","standard","none","71","79","80"
"female","group E","associate's degree","standard","none","63","65","64"
"male","group C","bachelor's degree","standard","none","75","60","55"
"female","group B","high school","standard","none","59","77","68"
"female","group B","high school","free/reduced","none","52","61","64"
"female","group C","bachelor's degree","standard","none","61","60","65"
"female","group B","bachelor's degree","standard","none","65","67","61"
"female","group C","some high school","standard","none","72","80","73"
"male","group D","bachelor's degree","standard","none","61","51","56"
"male","group D","high school","standard","completed","53","52","57"
"female","group C","bachelor's degree","standard","none","49","57","61"
"male","group B","bachelor's degree","standard","completed","79","76","72"
"female","group D","high school","free/reduced","none","63","77","70"
"female","group B","bachelor's degree","standard","none","52","48","52"
"female","group A","some high school","free/reduced","none","71","74","75"
"female","group E","some high school","standard","none","60","71","69"
"male","group D","some high school","standard","none","71","67","70"
"male","group C","bachelor's degree","standard","none","96","92","81"
"female","group D","some high school","standard","none","66","61","72"
"female","group D","some college","standard","completed","71","79","82"
"female","group C","associate's degree","standard","completed","56","70","71"
"female","group D","some college","standard","none","78","71","77"
"male","group D","associate's degree","free/reduced","completed","62","62","68"
"female","group E","some high school","standard","none","99","95","92"
"female","group D","master's degree","standard","completed","93","100","100"
"female","group E","associate's degree","standard","completed","76","83","86"
"female","group C","high school","free/reduced","none","45","55","56"
"male","group C","high school","standard","none","50","48","48"
"female","group E","bachelor's degree","free/reduced","completed","90","100","100"
"male","group C","bachelor's degree","standard","none","76","83","85"
"male","group D","bachelor's degree","standard","none","78","73","72"
"female","group E","bachelor's degree","free/reduced","completed","62","66","70"
"male","group A","some college","free/reduced","none","75","80","73"
"male","group C","high school","free/reduced","none","18","30","18"
"male","group D","associate's degree","free/reduced","completed","80","73","72"
"female","group E","some college","free/reduced","completed","75","87","89"
"male","group C","some college","standard","completed","57","54","60"
"male","group D","some high school","standard","none","88","81","79"
"female","group C","bachelor's degree","standard","completed","79","88","88"
"female","group E","some college","standard","none","82","85","83"
"male","group D","associate's degree","standard","none","83","84","75"
"female","group D","some high school","free/reduced","completed","43","57","61"
"female","group B","some college","standard","completed","87","98","96"
"female","group D","bachelor's degree","free/reduced","none","81","91","90"
"male","group B","bachelor's degree","standard","none","72","67","64"
"female","group C","associate's degree","standard","none","88","97","98"
"female","group C","some high school","standard","none","36","42","37"
"female","group B","master's degree","free/reduced","none","68","84","79"
"male","group C","bachelor's degree","free/reduced","none","66","64","64"
"female","group D","some college","standard","none","73","87","87"
"male","group D","some college","standard","none","66","65","54"
"male","group D","some college","standard","completed","69","60","67"
"female","group B","associate's degree","free/reduced","none","64","73","72"
"male","group B","some college","standard","none","62","61","56"
"male","group B","associate's degree","standard","completed","85","83","85"
"male","group A","some high school","standard","none","66","61","58"
"female","group A","some high school","standard","completed","53","61","63"
"male","group C","some college","standard","none","69","65","62"
"female","group E","associate's degree","standard","none","87","92","91"
"female","group A","some college","free/reduced","completed","43","67","62"
"female","group C","associate's degree","standard","completed","66","72","78"
"female","group E","associate's degree","free/reduced","none","65","76","72"
"male","group B","bachelor's degree","standard","completed","68","71","75"
"female","group B","high school","standard","none","64","61","62"
"male","group B","associate's degree","free/reduced","completed","61","67","59"
"female","group E","some college","free/reduced","none","58","74","68"
"female","group B","some college","standard","none","77","90","89"
"female","group D","some high school","standard","completed","57","69","67"
"male","group C","high school","standard","none","57","61","55"
"female","group E","high school","standard","none","65","64","62"
"female","group C","high school","free/reduced","none","23","31","27"
"female","group C","some college","standard","none","53","61","54"
"female","group D","some college","free/reduced","none","36","43","48"
"male","group D","associate's degree","standard","none","51","49","46"
"female","group E","master's degree","standard","none","97","100","100"
"female","group D","some high school","standard","none","60","70","72"
"male","group E","some college","standard","none","90","73","73"
"female","group C","associate's degree","standard","none","70","70","71"
"female","group A","some college","free/reduced","completed","76","79","85"
"male","group B","some high school","free/reduced","none","55","59","54"
"male","group A","associate's degree","standard","none","87","78","78"
"male","group E","some college","free/reduced","none","73","63","60"
"male","group B","some high school","standard","completed","83","82","78"
"male","group E","some college","free/reduced","none","81","76","74"
"male","group C","bachelor's degree","free/reduced","none","63","73","68"
"male","group D","some high school","standard","none","76","80","70"
"male","group C","associate's degree","standard","none","82","90","82"
"female","group A","master's degree","standard","none","78","99","93"
"female","group E","associate's degree","free/reduced","none","60","63","58"
"male","group B","some college","standard","none","61","59","55"
"male","group E","some college","standard","none","100","95","87"
"female","group B","some high school","free/reduced","none","33","52","52"
"male","group D","master's degree","standard","none","81","79","75"
"female","group C","bachelor's degree","free/reduced","none","76","85","89"
"male","group D","some high school","free/reduced","none","52","52","47"
"male","group D","high school","standard","completed","68","68","58"
"male","group B","bachelor's degree","free/reduced","none","63","60","60"
"male","group D","some high school","free/reduced","none","72","75","68"
"female","group E","associate's degree","standard","completed","96","100","100"
"female","group C","associate's degree","free/reduced","completed","79","95","94"
"female","group C","some high school","standard","completed","53","71","75"
"male","group B","high school","free/reduced","none","82","82","70"
"female","group D","associate's degree","standard","none","78","89","86"
"male","group C","bachelor's degree","free/reduced","completed","61","54","59"
"female","group C","associate's degree","standard","none","65","71","69"
"female","group D","high school","free/reduced","none","77","86","86"
"male","group C","some college","free/reduced","completed","55","64","62"
"female","group C","some high school","standard","none","58","72","71"
"female","group C","some college","free/reduced","none","64","70","69"
"male","group E","high school","standard","none","93","77","73"
"male","group C","some college","standard","completed","78","82","81"
"male","group E","bachelor's degree","standard","none","74","54","58"
"female","group C","some high school","standard","none","75","87","89"
"male","group B","high school","free/reduced","none","34","32","33"
"male","group E","some high school","standard","none","90","75","72"
"male","group C","high school","free/reduced","none","58","62","53"
"male","group C","some college","free/reduced","none","54","49","46"
"male","group C","some college","free/reduced","none","48","53","51"
"female","group E","master's degree","free/reduced","completed","66","84","82"
"male","group D","associate's degree","standard","none","62","54","54"
"male","group C","some high school","standard","completed","59","48","50"
"female","group D","some high school","free/reduced","none","57","79","78"
"male","group C","some high school","standard","none","50","39","35"
"male","group B","bachelor's degree","free/reduced","completed","64","55","61"
"female","group C","high school","standard","completed","62","81","82"
"female","group A","master's degree","free/reduced","completed","44","53","55"
"female","group D","associate's degree","standard","completed","80","86","92"
"female","group C","some high school","standard","none","39","39","44"
"male","group C","high school","free/reduced","none","15","18","10"
"female","group D","some high school","free/reduced","none","36","50","45"
"female","group B","some high school","standard","none","52","53","58"
"male","group D","master's degree","free/reduced","none","66","71","65"
"female","group C","some high school","standard","completed","84","89","97"
"male","group D","associate's degree","free/reduced","completed","60","63","60"
"male","group D","high school","free/reduced","completed","59","54","55"
"male","group C","associate's degree","standard","none","58","58","51"
"female","group C","high school","standard","none","71","82","77"
"female","group B","high school","standard","none","62","80","75"
"female","group D","some high school","standard","completed","59","57","61"
"male","group D","some college","free/reduced","none","37","37","38"
"female","group C","high school","free/reduced","none","34","44","40"
"male","group C","some high school","free/reduced","completed","80","77","81"
"female","group B","high school","standard","completed","87","92","92"
"male","group D","high school","free/reduced","none","63","64","67"
"male","group D","bachelor's degree","free/reduced","none","76","77","68"
"male","group D","master's degree","standard","none","76","66","72"
"female","group B","some high school","standard","completed","60","73","65"
"female","group C","high school","standard","completed","79","74","80"
"female","group D","some high school","standard","none","64","83","75"
"male","group D","master's degree","standard","none","62","68","69"
"female","group D","high school","standard","completed","73","83","86"
"female","group B","some high school","free/reduced","none","48","59","57"
"male","group B","some college","standard","completed","64","54","61"
"female","group E","associate's degree","standard","completed","84","89","89"
"male","group C","master's degree","free/reduced","none","79","85","82"
"male","group D","some high school","standard","none","69","68","59"
"female","group B","some college","free/reduced","none","66","76","75"
"male","group B","associate's degree","standard","none","58","39","46"
"female","group D","some college","standard","none","62","69","70"
"male","group E","associate's degree","standard","completed","95","84","92"
"male","group C","some college","standard","none","56","56","55"
"male","group D","associate's degree","free/reduced","completed","84","82","84"
"female","group B","some high school","standard","none","50","59","52"
"female","group C","high school","standard","none","49","74","62"
"male","group E","high school","free/reduced","none","71","71","60"
"female","group B","high school","free/reduced","completed","60","81","79"
"female","group C","some college","standard","none","53","63","68"
"male","group D","some high school","standard","none","62","51","53"
"male","group A","some college","standard","none","74","65","67"
"female","group D","high school","standard","none","46","54","53"
"male","group B","master's degree","standard","completed","78","76","80"
"male","group A","bachelor's degree","standard","none","78","73","71"
"male","group A","some college","standard","none","56","54","45"
"male","group C","master's degree","standard","completed","85","93","90"
"female","group C","some high school","standard","none","68","77","72"
"female","group E","some college","standard","none","98","81","94"
"female","group E","associate's degree","free/reduced","none","67","67","67"
"female","group C","high school","standard","none","63","68","70"
"male","group C","some college","free/reduced","none","49","57","50"
